Date,Open,High,Low,Close,Adj Close,Volume
1/1/2006,1161.060059,1215.536011,1161.060059,1209.421997,1209.421997,87000
1/8/2006,1210.319946,1231.223022,1203.651001,1221.458984,1221.458984,141000
1/15/2006,1221.109985,1258.697998,1198.838989,1255.307983,1255.307983,138400
1/22/2006,1254.776978,1262.087036,1244.274048,1258.050049,1258.050049,85200
1/29/2006,1258.050049,1258.050049,1258.050049,1258.050049,1258.050049,
2/5/2006,1263.003052,1297.404053,1263.003052,1282.656006,1282.656006,155800
2/12/2006,1283.776001,1300.994995,1265.140991,1267.407959,1267.407959,137400
2/19/2006,1268.107056,1297.938965,1256.807983,1296.865967,1296.865967,123200
2/26/2006,1297.687012,1308.196045,1275.624023,1293.296997,1293.296997,127400
3/5/2006,1292.746948,1296.847046,1238.156006,1245.652954,1245.652954,92200
3/12/2006,1245.300049,1277.19397,1245.300049,1269.462036,1269.462036,84200
3/19/2006,1269.581055,1308.057007,1264.410034,1294.703979,1294.703979,116800
3/26/2006,1296.06604,1313.125,1283.682007,1298.295044,1298.295044,132400
4/2/2006,1298.68396,1348.52002,1298.68396,1342.964966,1342.964966,190200
4/9/2006,1344.239014,1366.522949,1328.435059,1359.537964,1359.537964,201400
4/16/2006,1360.644043,1419.890991,1353.395996,1416.792969,1416.792969,208600
4/23/2006,1423.409058,1444.713989,1386.125977,1440.223022,1440.223022,225800
4/30/2006,1440.219971,1440.219971,1440.219971,1440.219971,1440.219971,
5/7/2006,1446.991943,1603.21106,1446.991943,1602.832031,1602.832031,320600
5/14/2006,1616.259033,1678.598999,1582.962036,1659.545044,1659.545044,384600
5/21/2006,1656.754028,1674.220947,1562.386963,1613.894043,1613.894043,289200
5/28/2006,1622.108032,1695.579956,1609.005005,1669.399048,1669.399048,307800
6/4/2006,1669.235962,1692.824951,1540.93396,1551.384033,1551.384033,292200
6/11/2006,1540.215942,1574.474976,1512.520996,1574.467041,1574.467041,158200
6/18/2006,1559.984985,1617.713989,1544.93103,1605.71106,1605.71106,178400
6/25/2006,1607.786011,1690.953003,1607.786011,1672.21106,1672.21106,210600
7/2/2006,1677.311035,1757.472046,1670.015991,1730.189941,1730.189941,263200
7/9/2006,1730.697998,1753.275024,1633.897949,1665.208008,1665.208008,236800
7/16/2006,1662.046997,1684.671997,1636.259033,1665.328003,1665.328003,157200
7/23/2006,1648.749023,1701.610962,1632.687012,1662.031006,1662.031006,166000
7/30/2006,1659.535034,1659.535034,1567.250977,1570.150024,1570.150024,140400
8/6/2006,1561.801025,1610.762939,1541.412964,1605.926025,1605.926025,118800
8/13/2006,1605.202026,1616.453003,1564.397949,1598.017944,1598.017944,121800
8/20/2006,1565.457031,1630.046997,1558.099976,1623.034058,1623.034058,130200
8/27/2006,1627.123047,1667.530029,1624.281006,1636.69104,1636.69104,190000
9/3/2006,1635.332031,1683.890015,1635.121948,1667.984009,1667.984009,165400
9/10/2006,1668.161011,1722.660034,1653.01001,1721.045044,1721.045044,191800
9/17/2006,1727.915039,1746.61499,1719.160034,1725.360962,1725.360962,211400
9/24/2006,1722.744019,1755.69104,1704.774048,1752.42395,1752.42395,177800
10/1/2006,1752.420044,1752.420044,1752.420044,1752.420044,1752.420044,
10/8/2006,1768.144043,1793.140991,1763.110962,1784.656006,1784.656006,253200
10/15/2006,1787.699951,1801.333984,1758.311035,1790.364014,1790.364014,205600
10/22/2006,1789.64502,1842.72998,1753.494019,1807.175049,1807.175049,251600
10/29/2006,1804.366943,1873.66394,1788.286987,1866.362061,1866.362061,241400
11/5/2006,1853.186035,1920.18396,1846.010986,1883.347046,1883.347046,249000
11/12/2006,1878.703979,1976.046021,1841.822998,1971.792969,1971.792969,253200
11/19/2006,1977.529053,2071.235107,1977.529053,2050.812012,2050.812012,299800
11/26/2006,2042.192993,2112.575928,1992.537964,2102.049072,2102.049072,317800
12/3/2006,2103.816895,2206.511963,2090.4021,2093.637939,2093.637939,459800
12/10/2006,2085.058105,2275.48999,2084.266113,2273.907959,2273.907959,309200
12/17/2006,2277.281982,2386.823975,2277.281982,2343.667969,2343.667969,397000
12/24/2006,2350.12793,2698.904053,2350.12793,2675.474121,2675.474121,384000
12/31/2006,2728.187988,2847.61499,2617.019043,2641.333984,2641.333984,226400
1/7/2007,2621.068115,2841.740967,2620.625,2668.110107,2668.110107,558400
1/14/2007,2660.070068,2870.422119,2658.878906,2832.207031,2832.207031,564800
1/21/2007,2857.895996,2994.281982,2720.826904,2882.558105,2882.558105,630200
1/28/2007,2897.253906,2980.51001,2666.862061,2673.211914,2673.211914,517000
2/4/2007,2658.073975,2751.162109,2541.524902,2730.385986,2730.385986,419800
2/11/2007,2729.835938,3036.345947,2728.782959,2998.474121,2998.474121,478800
2/18/2007,,,,,,
2/25/2007,2999.085938,3049.770996,2732.884033,2831.525879,2831.525879,616200
3/4/2007,2827.675049,2962.420898,2723.064941,2937.909912,2937.909912,468200
3/11/2007,2945.923096,2979.708008,2868.806885,2930.480957,2930.480957,547000
